request_id,num_generated_notes,generation_start_tick,round_trip_time,total_network_latency,server_request_arrival_time,server_response_output_time,server_preprocess_start_time,server_inference_start_time,server_inference_end_time,server_postprocess_start_time,server_processing_duration,preprocess_duration,inference_duration,postprocess_duration,generation_length_frames,prompt_length_ticks,experiment_name,experiment_duration
166,0,400,0.1844159229949582,0.1524711170059163,646388.983116886,646389.015061692,646388.983252698,646388.984740781,646389.014695447,646389.014702507,0.0319448059890419,0.0014880830422043,0.0299546660389751,0.0003591850399971,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
167,0,400,0.1833219249965623,0.1517283440334722,646389.266815162,646389.298408743,646389.266943454,646389.268375726,646389.298130989,646389.298138198,0.03159358096309,0.001432271907106,0.0297552630072459,0.0002705450169742,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
168,0,400,0.1817653280158992,0.1499900640628766,646389.548741961,646389.580517225,646389.548873693,646389.550353226,646389.58017362,646389.580180969,0.0317752639530226,0.0014795330353081,0.0298203940037637,0.0003362559946253,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
169,0,400,0.1818862270156387,0.1501723040419165,646389.831161837,646389.86287576,646389.83129146,646389.832726121,646389.862569926,646389.862577416,0.0317139229737222,0.0014346609823405,0.0298438050085678,0.0002983439480885,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
170,0,400,0.1813629280077293,0.1489991259295493,646390.114181084,646390.146544886,646390.114313755,646390.115796449,646390.14614972,646390.14615703,0.03236380207818,0.0014826940605416,0.0303532709367573,0.0003878560382872,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
171,0,400,0.1801442299911286,0.1484306869970169,646390.393625685,646390.425339228,646390.393757917,646390.39526715,646390.425049194,646390.425056283,0.0317135429941117,0.0015092330286279,0.0297820440027862,0.0002829449949786,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
172,0,400,0.1835888249916024,0.1517757300171069,646390.676114622,646390.707927717,646390.676248155,646390.677670377,646390.707616642,646390.707624012,0.0318130949744954,0.0014222220052033,0.0299462650436908,0.000303704990074,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
173,0,400,0.1815685280016623,0.1498837939579971,646390.961387501,646390.993072235,646390.961517384,646390.962961736,646390.99276899,646390.99277565,0.0316847340436652,0.001444351975806,0.0298072539735585,0.0002965850289911,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
174,0,400,0.1812533280171919,0.1494405140692833,646391.241330552,646391.273143366,646391.241462334,646391.242937686,646391.272810492,646391.272817632,0.0318128139479085,0.00147535209544,0.0298728059278801,0.0003257340285927,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
175,0,400,0.1806927300058305,0.1489469670923426,646391.522789553,646391.554535316,646391.522922124,646391.524383527,646391.554228092,646391.554235532,0.0317457629134878,0.001461402978748,0.0298445649677887,0.0002997840056195,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
176,0,400,0.1855935229978058,0.1534195929125417,646391.808412829,646391.840586759,646391.808551262,646391.810133886,646391.840205373,646391.840212693,0.0321739300852641,0.0015826240414753,0.0300714869517833,0.0003740660613402,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
177,0,400,0.1814856290002353,0.14925980794942,646392.091652859,646392.12387868,646392.091790891,646392.093335684,646392.123484413,646392.123492313,0.0322258210508152,0.0015447930200025,0.0301487289834767,0.0003863670863211,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
178,0,400,0.1816682280041277,0.1495704799890518,646392.372804197,646392.404901945,646392.372936808,646392.374426381,646392.404503799,646392.404510789,0.0320977480150759,0.0014895729254931,0.0300774180795997,0.0003911560634151,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
179,0,400,0.1825926269812043,0.1505603700352367,646392.656455202,646392.688487459,646392.656588534,646392.658092837,646392.688094403,646392.688101724,0.0320322569459676,0.0015043029561638,0.0300015660468488,0.0003857349511235,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
180,0,400,0.1831585260224528,0.1510991280083544,646392.940623235,646392.972682633,646392.940762136,646392.942380912,646392.972321617,646392.972328667,0.0320593980140984,0.0016187760047614,0.029940704931505,0.0003539660247042,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
181,0,400,0.1819657279993407,0.1501908340142108,646393.223205943,646393.254980837,646393.223341815,646393.224810388,646393.254679603,646393.254686783,0.0317748939851298,0.0014685729984194,0.029869214980863,0.0002940540434792,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
182,0,400,0.1814404290053062,0.149750346026849,646393.50496872,646393.536658803,646393.505120643,646393.506546735,646393.536352848,646393.536360128,0.0316900829784572,0.0014260919997468,0.0298061131034046,0.0002986750332638,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
183,0,400,0.1828565260220784,0.1511603130784351,646393.786975511,646393.818671724,646393.787131124,646393.788542215,646393.818379839,646393.81838699,0.0316962129436433,0.0014110910706222,0.0298376239370554,0.0002847339492291,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
184,0,400,0.1808670299942605,0.1488525029853917,646394.069498139,646394.101512666,646394.069630451,646394.071160764,646394.101206952,646394.101214282,0.0320145270088687,0.0015303129330277,0.0300461880397051,0.0002983839949592,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
185,0,400,0.1824738270079251,0.150780154945096,646394.351528141,646394.383221813,646394.351651232,646394.353084824,646394.382910018,646394.382917238,0.0316936720628291,0.0014335920568555,0.029825193923898,0.000304574961774,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
186,0,400,0.1842439240135718,0.1520986450195778,646394.63413402,646394.666279299,646394.634286673,646394.635890397,646394.665885403,646394.665892423,0.032145278993994,0.0016037239693105,0.0299950060434639,0.0003868759376928,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
187,0,400,0.1805702300043776,0.1486910040257498,646394.918373314,646394.95025254,646394.918507237,646394.919946188,646394.949872814,646394.949880174,0.0318792259786278,0.0014389510033652,0.0299266260117292,0.0003723659319803,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
188,1,400,0.1871771200094372,0.1515054870396852,646395.200992795,646395.236664428,646395.201155427,646395.20270253,646395.236320122,646395.236327162,0.0356716329697519,0.0015471029328182,0.0336175920674577,0.0003372660139575,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
189,0,400,0.1823363269795663,0.1502371889655478,646395.488323097,646395.520422235,646395.488456498,646395.489939831,646395.520031538,646395.520039298,0.0320991380140185,0.0014833329478278,0.030091707012616,0.0003829370252788,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
190,0,400,0.2105171849834732,0.1781423719949089,646395.797813455,646395.830188268,646395.797962137,646395.799415009,646395.829772471,646395.829780291,0.0323748129885643,0.0014528719475492,0.0303574620047584,0.0004079770296812,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
191,0,400,0.1810298290220089,0.149193944002036,646396.081531051,646396.113366936,646396.081665923,646396.083177786,646396.113040061,646396.113047331,0.0318358850199729,0.0015118629671633,0.0298622749978676,0.0003196049947291,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
192,0,400,0.1806803299987223,0.1488868669548537,646396.361723815,646396.393517278,646396.361855727,646396.36338572,646396.393205293,646396.393212613,0.0317934630438685,0.001529992907308,0.0298195730429142,0.0003046650672331,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
193,0,400,0.1828773269953671,0.1504294319602195,646396.6460552,646396.678503095,646396.646188642,646396.647623664,646396.678096658,646396.678104108,0.0324478950351476,0.0014350219862535,0.0304729939671233,0.0003989870892837,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
194,0,400,0.1818689280189573,0.1499759920407086,646396.929621884,646396.96151482,646396.929766897,646396.931338501,646396.961209325,646396.961216355,0.0318929359782487,0.0015716040506958,0.029870823957026,0.0002984650200232,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
195,0,400,0.1802009299863129,0.1484559559030458,646397.209090606,646397.24083558,646397.209220728,646397.210679961,646397.240511425,646397.240518454,0.0317449740832671,0.0014592329971492,0.0298314639367163,0.0003171260468661,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
196,0,400,0.1816704280208796,0.1498581540072336,646397.491874179,646397.523686453,646397.492030201,646397.493474693,646397.523347108,646397.523354317,0.0318122740136459,0.0014444920234382,0.0298724150052294,0.0003321360563859,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
197,0,400,0.1817077279847581,0.1496015499869827,646397.773143218,646397.805249396,646397.77330191,646397.775024416,646397.804901541,646397.804909251,0.0321061779977753,0.0017225060146301,0.0298771249363198,0.0003401449648663,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
198,0,400,0.181506028980948,0.1498446570476517,646398.055452783,646398.087114155,646398.055585625,646398.056988476,646398.086782349,646398.086789369,0.0316613719332963,0.0014028509613126,0.0297938730800524,0.0003247859422117,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
199,0,400,0.1803287299990188,0.1477816239639651,646398.336170953,646398.368718059,646398.336315605,646398.337840659,646398.368254782,646398.368261722,0.0325471060350537,0.0015250539872795,0.0304141230881214,0.000456337002106,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
200,0,400,0.1814567289839033,0.1487413890718016,646398.618532218,646398.651247558,646398.618669991,646398.620141024,646398.65076326,646398.65077063,0.0327153399121016,0.0014710329705849,0.0306222359649837,0.0004769279621541,1,384,andrew_latency_test_GL1_PL384,57.46229362487793
1,0,400,0.2561414160009008,0.1487523419491481,646402.414360179,646402.521749253,646402.41449727,646402.416099046,646402.51893908,646402.51894618,0.1073890740517526,0.0016017759917303,0.1028400339419022,0.0028030730318278,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
2,0,400,0.2537233199982438,0.14865194101003,646402.770517578,646402.875588957,646402.77065105,646402.772090192,646402.875055479,646402.875063359,0.1050713789882138,0.001439141924493,0.1029652870493009,0.0005255979485809,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
3,0,400,0.2538752190012019,0.1490098030481021,646403.12690544,646403.231770856,646403.127069782,646403.128484654,646403.231219737,646403.231227437,0.1048654159530997,0.0014148720074445,0.1027350829681381,0.0005434189224615,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
4,0,400,0.2601529090024996,0.1512651630036998,646403.482605822,646403.591493568,646403.482738124,646403.484195956,646403.590902269,646403.590909449,0.1088877459987998,0.0014578320551663,0.1067063129739835,0.0005841189995408,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
5,0,400,0.2535208190092817,0.1482813259353861,646403.841387559,646403.946627052,646403.841519391,646403.842949833,646403.946078853,646403.946086044,0.1052394930738955,0.0014304419746622,0.103129019960761,0.0005410080775618,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
6,1,400,0.2558362160052638,0.1468593990139197,646404.193821633,646404.30279845,646404.194030135,646404.195446066,646404.302206771,646404.302214161,0.1089768169913441,0.0014159309212118,0.1067607050063088,0.0005842889659106,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
7,0,400,0.2538916199991945,0.1484086240234319,646404.550135532,646404.655618528,646404.550267335,646404.551679236,646404.655037018,646404.655044939,0.1054829959757626,0.0014119009720161,0.1033577820053324,0.0005735890008509,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
8,0,400,0.2654636020015459,0.1525422630074899,646404.906995042,646405.019916381,646404.907160465,646404.908658258,646405.019060847,646405.019068397,0.1129213389940559,0.0014977930113673,0.1104025889653712,0.0008479839889332,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
9,0,400,0.2544701190199703,0.1496430439874529,646405.271236814,646405.376063889,646405.271364775,646405.272766516,646405.37548785,646405.37549552,0.1048270750325173,0.001401740941219,0.1027213340857997,0.0005683690542355,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
10,0,400,0.2538434189918916,0.1482020610419567,646405.625375911,646405.731017269,646405.625504883,646405.626933244,646405.73041075,646405.73041772,0.1056413579499349,0.0014283610507845,0.1034775059670209,0.0005995489191263,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
11,0,400,0.2539095190004445,0.1481586309964768,646405.979663072,646406.08541396,646405.979795924,646405.981259996,646406.084802382,646406.084809771,0.1057508880039677,0.0014640719164162,0.1035423860885202,0.0006041890010237,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
12,0,400,0.2539018190000206,0.1482000100659206,646406.33451651,646406.440218319,646406.334655543,646406.336189356,646406.439616069,646406.43962301,0.1057018089340999,0.0015338130760937,0.10342671291437,0.0005953089566901,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
13,0,400,0.2559111160226166,0.1507960660383105,646406.6914099,646406.79652495,646406.691540212,646406.693020605,646406.795935501,646406.795943081,0.1051150499843061,0.0014803929952904,0.1029148959787562,0.0005818689242005,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
14,0,400,0.2540539189940318,0.1476188390515744,646407.045170112,646407.151605192,646407.045306894,646407.046812717,646407.150956542,646407.150964252,0.1064350799424573,0.0015058229910209,0.1041438250103965,0.0006409400375559,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
15,0,400,0.2557248169905506,0.1495689820148982,646407.401215659,646407.507371494,646407.401355841,646407.402908555,646407.506808246,646407.506815566,0.1061558349756524,0.0015527140349149,0.1038996910210698,0.0005559279816225,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
16,0,400,0.2566031149763148,0.151368203893071,646407.758486155,646407.863721066,646407.758624267,646407.760178451,646407.863165608,646407.863172738,0.1052349110832437,0.0015541840111836,0.10298715706449,0.0005483280401676,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
17,0,400,0.2570341140090022,0.1520296769740525,646408.114208107,646408.219212544,646408.114341319,646408.115780081,646408.218649636,646408.218657316,0.1050044370349496,0.0014387620612978,0.1028695550048723,0.0005552279762923,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
18,0,400,0.2537787190231029,0.1488106920442078,646408.471122677,646408.576090704,646408.47125646,646408.472685011,646408.575542266,646408.575549766,0.104968026978895,0.0014285510405898,0.1028572550276294,0.0005409379955381,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
19,0,400,0.2539249199908227,0.1482641630573198,646408.824789718,646408.930450475,646408.82492391,646408.826450343,646408.929759985,646408.929768775,0.1056607569335028,0.0015264330431818,0.1033096419414505,0.0006816999521106,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
20,0,400,0.2518995220016222,0.1470420169353019,646409.179110528,646409.283968033,646409.17924294,646409.180684962,646409.283421895,646409.283429026,0.1048575050663203,0.0014420219231396,0.1027369330404326,0.0005390070145949,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
21,0,400,0.2557866160059348,0.1506369150010869,646409.534281171,646409.639430872,646409.534416084,646409.535916296,646409.638850423,646409.638857793,0.1051497010048478,0.0015002120053395,0.1029341270914301,0.0005730791017413,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
22,0,400,0.2540686200081836,0.1488770389405544,646409.887755189,646409.99294677,646409.887897222,646409.889378694,646409.992383112,646409.992390192,0.1051915810676291,0.0014814720489084,0.1030044179642573,0.0005565780447795,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
23,0,400,0.261905707011465,0.1498632020666264,646410.243941348,646410.355983853,646410.24410209,646410.245545102,646410.355390695,646410.355398395,0.1120425049448385,0.0014430120354518,0.1098455929895863,0.0005854580085724,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
24,0,400,0.2561927149945404,0.1510293660394381,646410.607236147,646410.712399496,646410.607376718,646410.608850481,646410.711814398,646410.711821798,0.1051633489551022,0.001473763026297,0.1029639169573783,0.0005776979960501,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
25,0,400,0.2534477199951652,0.148389520967612,646410.962587602,646411.067645801,646410.962718984,646410.964195047,646411.067090482,646411.067098223,0.1050581990275532,0.0014760630438104,0.1028954349458217,0.0005475779762491,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
26,0,400,0.2543560189951677,0.1493370010575745,646411.316392855,646411.421411873,646411.316528227,646411.31798521,646411.420844005,646411.420851465,0.1050190179375931,0.0014569830382242,0.1028587949695065,0.0005604079924523,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
27,0,400,0.2553943170059938,0.1500841538945678,646411.671966694,646411.777276857,646411.672131757,646411.673540918,646411.776672908,646411.776680709,0.1053101631114259,0.0014091610210016,0.1031319899484515,0.0005961480783298,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
28,0,400,0.2539719199994579,0.149021593038924,646412.026836954,646412.131787281,646412.026966847,646412.028412049,646412.131208072,646412.131216262,0.1049503269605338,0.001445202040486,0.1027960228966549,0.0005710190162062,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
29,1,400,0.2597388110007159,0.1507375320070423,646412.382870141,646412.49187142,646412.383031963,646412.384465355,646412.49125858,646412.49126606,0.1090012789936736,0.0014333919389173,0.1067932250443846,0.0006053599063307,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
30,0,400,0.2561065159970894,0.1509258350124582,646412.742549442,646412.847730123,646412.742688594,646412.744218777,646412.847144045,646412.847151325,0.1051806809846311,0.0015301830135285,0.1029252680018544,0.000578798004426,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
31,2,400,0.263810705015203,0.151670149032725,646413.10187955,646413.214020106,646413.102080444,646413.103510355,646413.213405507,646413.213413167,0.1121405559824779,0.0014299110043793,0.1098951520398259,0.0006069389637559,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
32,0,400,0.2540343190194107,0.1491301230271347,646413.462639999,646413.567544195,646413.462774361,646413.464325944,646413.566967097,646413.566974187,0.104904195992276,0.0015515829436481,0.1026411530328914,0.0005700079491361,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
33,0,400,0.2562372160027735,0.1511777870473452,646413.818530963,646413.923590392,646413.818667915,646413.820156389,646413.923038843,646413.923046463,0.1050594289554283,0.0014884740812703,0.1028824539389461,0.0005439289379864,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
34,0,400,0.2550631180056371,0.1498586380039341,646414.174619082,646414.279823562,646414.174752194,646414.176218966,646414.279245863,646414.279253153,0.1052044800017029,0.0014667720533907,0.1030268969479948,0.0005704089999198,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
35,0,400,0.2559907160175498,0.1510676790203433,646414.531708683,646414.63663172,646414.531843206,646414.533314639,646414.636068901,646414.636076351,0.1049230369972065,0.0014714329736307,0.1027542620431631,0.0005553689552471,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
36,0,400,0.2562792160024401,0.1512144669832196,646414.887422275,646414.992487024,646414.887558277,646414.88903177,646414.991901755,646414.991908915,0.1050647490192204,0.0014734930591657,0.1028699849266558,0.0005781090585514,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
37,0,400,0.2535134200006723,0.1487044930690899,646415.243156146,646415.347965073,646415.243284699,646415.24469769,646415.347396574,646415.347403544,0.1048089269315823,0.0014129909686744,0.102698883973062,0.0005615289555862,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
38,0,400,0.2566928149899468,0.1516833569621667,646415.598523925,646415.703533383,646415.598655626,646415.600104969,646415.702944684,646415.702951704,0.10500945802778,0.0014493430498987,0.1028397149639204,0.0005816789343953,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
39,1,400,0.2591774110042024,0.1492897389980498,646415.954229467,646416.064117139,646415.954368779,646415.955823091,646416.063479289,646416.063486219,0.1098876720061525,0.0014543120050802,0.1076561979716643,0.0006309199379757,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
40,0,400,0.2517895219789352,0.1469033469620626,646416.312399816,646416.417285991,646416.312532607,646416.314073781,646416.416728263,646416.416735904,0.1048861750168725,0.0015411740168929,0.102654482005164,0.0005500870756804,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
41,0,400,0.2548672179982532,0.1500921140250284,646416.6662516,646416.771026704,646416.666373931,646416.667760542,646416.770483395,646416.770490685,0.1047751039732247,0.0013866110239177,0.1027228529565036,0.0005360189825296,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
42,1,400,0.2668984999763779,0.1506823020172305,646417.02187552,646417.138091718,646417.022053843,646417.023500565,646417.137449479,646417.137457169,0.1162161979591474,0.0014467219589278,0.1139489139895886,0.000634548952803,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
43,0,400,0.2559606159920804,0.1500905859866179,646417.389833679,646417.495703709,646417.38998383,646417.391567305,646417.495045529,646417.495052959,0.1058700300054624,0.0015834749210625,0.103478224016726,0.0006507500074803,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
44,0,400,0.2544314190163277,0.149462312052492,646417.744340562,646417.849309669,646417.744472744,646417.745881506,646417.848722721,646417.848729741,0.1049691069638356,0.0014087620656937,0.1028412149753421,0.000579928047955,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
45,0,400,0.2558052160020452,0.1504696730698924,646418.100318328,646418.205653871,646418.10045756,646418.101915182,646418.205045501,646418.205053771,0.1053355429321527,0.0014576219255104,0.1031303190393373,0.0006000999128445,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
46,0,400,0.2556904170196503,0.1505337069975212,646418.456816592,646418.561973302,646418.456950254,646418.458422276,646418.561349032,646418.561356683,0.1051567100221291,0.0014720219187438,0.102926756022498,0.0006166190141811,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
47,0,400,0.2554033169872127,0.1498054400435648,646418.813730272,646418.919328149,646418.813864534,646418.815362047,646418.918675899,646418.918683179,0.1055978769436478,0.0014975130325183,0.103313851985149,0.0006449699867516,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
48,0,400,0.2539633190026507,0.1484389140969142,646419.16719008,646419.272714485,646419.167325182,646419.168840665,646419.272103046,646419.272110336,0.1055244049057364,0.0015154830180108,0.1032623809296637,0.000604148954153,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
49,0,400,0.2560647159989457,0.1505445809743832,646419.524800741,646419.630320876,646419.524949993,646419.526538708,646419.629706897,646419.629714307,0.1055201350245624,0.0015887150075286,0.1031681889435276,0.0006065689958631,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
50,0,400,0.2573722139932215,0.1524377369787544,646419.883834233,646419.98876871,646419.883964506,646419.885394117,646419.988179091,646419.988186051,0.1049344770144671,0.001429611002095,0.1027849740348756,0.0005826590349897,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
51,0,400,0.2539370190061163,0.1489264800620731,646420.236426237,646420.341436776,646420.236558079,646420.238046402,646420.340837416,646420.340845096,0.1050105389440432,0.0014883229741826,0.1027910140110179,0.0005916799418628,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
52,0,400,0.2564926150080282,0.1509364769153762,646420.593142423,646420.698698561,646420.593276226,646420.594717547,646420.69797456,646420.69798212,0.1055561380926519,0.0014413209864869,0.1032570130191743,0.0007164410781115,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
53,0,400,0.2528999199857935,0.1477319289697334,646420.948876716,646421.054044707,646420.94905066,646420.950544833,646421.053408827,646421.053415998,0.1051679910160601,0.0014941729605197,0.1028639940777793,0.0006287089781835,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
54,0,400,0.2556699159904383,0.1496244730078615,646421.30133605,646421.407381493,646421.301469621,646421.302949764,646421.406797144,646421.406804304,0.1060454429825767,0.0014801429351791,0.1038473800290376,0.000577189028263,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
55,0,400,0.2543634189933073,0.1495837340771686,646421.658415541,646421.763195226,646421.658546313,646421.659993525,646421.762607777,646421.762614877,0.1047796849161386,0.0014472120674327,0.1026142520131543,0.0005803490057587,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
56,0,400,0.2518262219964526,0.1470162179903127,646422.011735298,646422.116545302,646422.01186587,646422.013320362,646422.115939553,646422.115946664,0.1048100040061399,0.0014544919831678,0.1026191910495981,0.000598637969233,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
57,0,400,0.2542886179871857,0.1492879809811711,646422.364765149,646422.469765786,646422.364894031,646422.366331402,646422.469157667,646422.469164897,0.1050006370060145,0.0014373710146173,0.1028262650361284,0.0006008889758959,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
58,0,400,0.2535678189888131,0.1486261520476546,646422.720589522,646422.825531189,646422.720720484,646422.722211026,646422.82493458,646422.82494204,0.1049416669411584,0.001490541966632,0.1027235540095716,0.0005891489563509,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
59,0,400,0.2543897190189454,0.1492682390671689,646423.073489671,646423.178611151,646423.073625583,646423.075168927,646423.178029672,646423.178037992,0.1051214799517765,0.0015433439984917,0.1028607450425624,0.000573158962652,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
60,0,400,0.2552737170190085,0.1496063480444718,646423.429610139,646423.535277508,646423.429737182,646423.431406547,646423.534698039,646423.534705489,0.1056673689745366,0.0016693649813532,0.1032914919778704,0.0005720190238207,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
61,0,400,0.2559325160109438,0.1505049700499512,646423.785724886,646423.891152432,646423.785853218,646423.787444072,646423.890542943,646423.890550773,0.1054275459609925,0.0015908539062365,0.1030988710699603,0.0006016589468345,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
62,0,400,0.2618326069787144,0.1567791788838803,646424.148864553,646424.253917981,646424.148997014,646424.150462397,646424.253299791,646424.253307021,0.105053428094834,0.0014653829857707,0.1028373939916491,0.0006109600653871,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
63,1,400,0.2598791100026574,0.1501312290492933,646424.504380241,646424.614128122,646424.504512813,646424.505955025,646424.613480652,646424.613487962,0.109747880953364,0.0014422120293602,0.1075256270123645,0.0006401599384844,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
64,0,400,0.2547470179852098,0.1488290269626304,646424.862876817,646424.968794808,646424.863042169,646424.864528922,646424.968208969,646424.968216809,0.1059179910225793,0.0014867529971525,0.10368004697375,0.0005779990460723,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
65,0,400,0.2551430170133244,0.1495690599258523,646425.219653584,646425.325227541,646425.219790947,646425.221277679,646425.324594091,646425.324601402,0.105573957087472,0.0014867319259792,0.1033164120744913,0.0006261389935389,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
66,1,400,0.2557512159983162,0.1469051608873997,646425.57356786,646425.682413915,646425.573698572,646425.575178914,646425.681793246,646425.681801986,0.1088460551109165,0.0014803420053794,0.1066143319476395,0.000611929106526,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
67,0,400,0.253972219012212,0.1489641509833745,646425.93182363,646426.036831698,646425.931959232,646425.933413554,646426.036240619,646426.036248169,0.1050080680288374,0.0014543220167979,0.10282706504222,0.0005835290066897,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
68,0,400,0.2555600169871468,0.1491656980069819,646426.285047284,646426.391441603,646426.285185266,646426.286649878,646426.390850764,646426.390857864,0.1063943189801648,0.0014646119670942,0.10420088598039,0.000583738903515,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
69,1,400,0.2602042090147733,0.150865325005725,646426.642826237,646426.752165121,646426.642962029,646426.644481042,646426.751528771,646426.751535742,0.1093388840090483,0.0015190130798146,0.1070477289613336,0.000629379064776,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
70,0,400,0.2537454199919011,0.1489664659311529,646427.002884415,646427.107663369,646427.003037348,646427.004445649,646427.107104271,646427.107112291,0.1047789540607482,0.0014083009446039,0.1026586219668388,0.0005510780028998,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
71,0,400,0.2558712160098366,0.1505960740032605,646427.358662508,646427.46393765,646427.358797811,646427.360269302,646427.463345511,646427.463353121,0.105275142006576,0.0014714910648763,0.1030762089649215,0.0005845290143042,5,384,andrew_latency_test_GL5_PL384,71.9266881942749
